Date,Title,Artist,Rank,Is_New,Image,Peak_Posistion,Last_Position,Weeks
2018-01-13,Roll In Peace,Kodak Black Featuring XXXTENTACION,47,False,,47,51,20
2018-01-13,Lemon,N*E*R*D & Rihanna,48,False,,46,49,9
2018-01-13,Ric Flair Drip,Offset & Metro Boomin,49,False,,44,53,10
2018-01-13,Lights Down Low,MAX Featuring gnash,50,False,,50,54,13
2018-01-13,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",51,False,,46,57,17
2018-01-13,Yours,Russell Dickerson,52,False,,52,62,12
2018-01-13,Greatest Love Story,LANCO,53,False,,45,58,18
2018-01-13,Good Old Days,Macklemore Featuring Kesha,54,False,,54,60,11
2018-01-13,Look What You Made Me Do,Taylor Swift,55,False,,1,66,20
2018-01-13,I'll Name The Dogs,Blake Shelton,56,False,,56,63,17
2018-01-13,Round Here Buzz,Eric Church,57,False,,57,72,15
2018-01-13,...Ready For It?,Taylor Swift,58,False,,4,61,18
2018-01-13,Candy Paint,Post Malone,59,False,,50,50,11
2018-01-13,Rubbin Off The Paint,YBN Nahmir,60,False,,46,59,9
2018-01-13,La Modelo,Ozuna x Cardi B,61,False,,52,52,2
2018-01-13,I Could Use A Love Song,Maren Morris,62,False,,62,81,20
2018-01-13,Losing Sleep,Chris Young,63,False,,63,76,15
2018-01-13,Echame La Culpa,Luis Fonsi & Demi Lovato,64,False,,47,74,7
2018-01-13,Codeine Dreaming,Kodak Black Featuring Lil Wayne,65,False,,52,70,6
2018-01-13,MIC Drop,BTS Featuring Desiigner,66,False,,28,82,6
2018-01-13,You Broke Up With Me,Walker Hayes,67,False,,67,79,11
2018-01-13,Kooda,6ix9ine,68,False,,50,67,5
2018-01-13,Light It Up,Luke Bryan,69,False,,57,73,19
2018-01-13,Written In The Sand,Old Dominion,70,False,,70,86,7
2018-01-13,Never Be The Same,Camila Cabello,71,False,,61,0,3
2018-01-13,Tell Me You Love Me,Demi Lovato,72,False,,53,78,6
2018-01-13,No Smoke,YoungBoy Never Broke Again,73,False,,73,77,5
2018-01-13,Ice Tray,Quavo & Lil Yachty,74,False,,74,80,3
2018-01-13,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",75,False,,75,88,4
2018-01-13,Betrayed,Lil Xan,76,False,,67,75,8
2018-01-13,Pick It Up,Famous Dex Featuring A$AP Rocky,77,False,,73,85,8
2018-01-13,Five More Minutes,Scotty McCreery,78,False,,78,89,5
2018-01-13,Legends,Kelsea Ballerini,79,False,,79,97,5
2018-01-13,One Foot,WALK THE MOON,80,True,,80,0,1
2018-01-13,Mayores,Becky G Featuring Bad Bunny,81,False,,74,91,11
2018-01-13,Heaven,Kane Brown,82,False,,72,0,2
2018-01-13,This Is Me,Keala Settle & The Greatest Showman Ensemble,83,True,,83,0,1
2018-01-13,My Dawg,Lil Baby,84,False,,71,84,4
2018-01-13,Rewrite The Stars,Zac Efron & Zendaya,85,True,,85,0,1
2018-01-13,Too Much To Ask,Niall Horan,86,False,,66,98,11
2018-01-13,All On Me,Devin Dawson,87,False,,87,0,6
2018-01-13,Never Enough,Loren Allred,88,True,,88,0,1
2018-01-13,Stir Fry,Migos,89,False,,89,94,2
2018-01-13,Juice,Yo Gotti,90,False,,90,100,5
2018-01-13,Broken Halos,Chris Stapleton,91,False,,90,0,6
2018-01-13,Corazon,Maluma X Nego do Borel,92,True,,92,0,1
2018-01-13,Female,Keith Urban,93,False,,69,0,2
2018-01-13,Dusk Till Dawn,Zayn Featuring Sia,94,False,,44,99,17
2018-01-13,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",95,True,,95,0,1
2018-01-13,When We,Tank,96,False,,86,0,6
2018-01-13,Wanted You,NAV Featuring Lil Uzi Vert,97,False,,64,0,7
2018-01-13,F**k Love,XXXTENTACION Featuring Trippie Redd,98,False,,41,96,19
2018-01-13,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",99,False,,90,95,4
2018-01-13,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",100,True,,100,0,1
2018-01-20,Perfect,Ed Sheeran,1,False,,1,1,20
2018-01-20,Havana,Camila Cabello Featuring Young Thug,2,False,,2,2,22
2018-01-20,Finesse,Bruno Mars & Cardi B,3,False,,3,35,2
2018-01-20,Rockstar,Post Malone Featuring 21 Savage,4,False,,1,3,17
2018-01-20,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,5,False,,4,5,18
2018-01-20,Thunder,Imagine Dragons,6,False,,4,4,37
2018-01-20,Bad At Love,Halsey,7,False,,6,6,19
2018-01-20,Too Good At Goodbyes,Sam Smith,8,False,,4,7,18
2018-01-20,Filthy,Justin Timberlake,9,True,,9,0,1
2018-01-20,MotorSport,"Migos, Nicki Minaj & Cardi B",10,False,,6,8,11
2018-01-20,New Rules,Dua Lipa,11,False,,11,11,24
2018-01-20,Gucci Gang,Lil Pump,12,False,,3,9,18
2018-01-20,Love.,Kendrick Lamar Featuring Zacari,13,False,,11,14,29
2018-01-20,Bartier Cardi,Cardi B Featuring 21 Savage,14,False,,14,19,3
2018-01-20,Let You Down,NF,15,False,,15,18,13
2018-01-20,Him & I,G-Eazy & Halsey,16,False,,15,17,6
2018-01-20,Bodak Yellow (Money Moves),Cardi B,17,False,,1,10,28
2018-01-20,Meant To Be,Bebe Rexha & Florida Georgia Line,18,False,,18,24,12
2018-01-20,Gummo,6ix9ine,19,False,,12,20,9
2018-01-20,Feel It Still,Portugal. The Man,20,False,,4,12,30
2018-01-20,Sorry Not Sorry,Demi Lovato,21,False,,6,15,27
2018-01-20,Shape Of You,Ed Sheeran,22,False,,1,13,53
2018-01-20,How Long,Charlie Puth,23,False,,23,27,14
2018-01-20,Wolves,Selena Gomez X Marshmello,24,False,,20,28,12
2018-01-20,I Get The Bag,Gucci Mane Featuring Migos,25,False,,11,26,21
2018-01-20,I Fall Apart,Post Malone,26,False,,16,23,16
2018-01-20,What Lovers Do,Maroon 5 Featuring SZA,27,False,,9,21,20
2018-01-20,Young Dumb & Broke,Khalid,28,False,,18,22,26
2018-01-20,Plain Jane,A$AP Ferg Featuring Nicki Minaj,29,False,,26,31,16
2018-01-20,Believer,Imagine Dragons,30,False,,4,16,49
2018-01-20,Sky Walker,Miguel Featuring Travis Scott,31,False,,31,38,16
2018-01-20,River,Eminem Featuring Ed Sheeran,32,False,,11,45,4
2018-01-20,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,33,False,,24,36,20
2018-01-20,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,34,False,,1,25,52
2018-01-20,Mi Gente,J Balvin & Willy William Featuring Beyonce,35,False,,3,30,28
2018-01-20,End Game,Taylor Swift Featuring Ed Sheeran & Future,36,False,,36,39,8
2018-01-20,Bank Account,21 Savage,37,False,,12,29,27
2018-01-20,That's What I Like,Bruno Mars,38,False,,1,32,52
2018-01-20,Marry Me,Thomas Rhett,39,False,,39,44,6
2018-01-20,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,40,False,,40,40,16
2018-01-20,Attention,Charlie Puth,41,False,,5,34,38
2018-01-20,The Weekend,SZA,42,False,,29,37,24
2018-01-20,All The Stars,Kendrick Lamar & SZA,43,True,,43,0,1
2018-01-20,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,44,False,,3,33,37
2018-01-20,Roll In Peace,Kodak Black Featuring XXXTENTACION,45,False,,45,47,21
2018-01-20,Silence,Marshmello Featuring Khalid,46,False,,30,41,22
2018-01-20,Lights Down Low,MAX Featuring gnash,47,False,,47,50,14
2018-01-20,Ric Flair Drip,Offset & Metro Boomin,48,False,,44,49,11
2018-01-20,Unforgettable,French Montana Featuring Swae Lee,49,False,,3,42,40
2018-01-20,Lemon,N*E*R*D & Rihanna,50,False,,46,48,10
2018-01-20,Like I Loved You,Brett Young,51,False,,46,46,16
2018-01-20,Yours,Russell Dickerson,52,False,,52,52,13
2018-01-20,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",53,False,,46,51,18
2018-01-20,Good Old Days,Macklemore Featuring Kesha,54,False,,54,54,12
2018-01-20,Tell Me You Love Me,Demi Lovato,55,False,,53,72,7
2018-01-20,I Could Use A Love Song,Maren Morris,56,False,,56,62,21
2018-01-20,Round Here Buzz,Eric Church,57,False,,57,57,16
2018-01-20,Codeine Dreaming,Kodak Black Featuring Lil Wayne,58,False,,52,65,7
2018-01-20,La Modelo,Ozuna x Cardi B,59,False,,52,61,3
2018-01-20,Echame La Culpa,Luis Fonsi & Demi Lovato,60,False,,47,64,8
2018-01-20,Greatest Love Story,LANCO,61,False,,45,53,19
2018-01-20,Rubbin Off The Paint,YBN Nahmir,62,False,,46,60,10
2018-01-20,Losing Sleep,Chris Young,63,False,,63,63,16
2018-01-20,This Is Me,Keala Settle & The Greatest Showman Ensemble,64,False,,64,83,2
2018-01-20,Never Be The Same,Camila Cabello,65,False,,61,71,4
2018-01-20,I'll Name The Dogs,Blake Shelton,66,False,,56,56,18
2018-01-20,Candy Paint,Post Malone,67,False,,50,59,12
2018-01-20,You Broke Up With Me,Walker Hayes,68,False,,67,67,12
2018-01-20,Written In The Sand,Old Dominion,69,False,,69,70,8
2018-01-20,Heaven,Kane Brown,70,False,,70,82,3
2018-01-20,Pick It Up,Famous Dex Featuring A$AP Rocky,71,False,,71,77,9
2018-01-20,Stir Fry,Migos,72,False,,72,89,3
2018-01-20,Kooda,6ix9ine,73,False,,50,68,6
2018-01-20,MIC Drop,BTS Featuring Desiigner,74,False,,28,66,7
2018-01-20,No Smoke,YoungBoy Never Broke Again,75,False,,73,73,6
2018-01-20,Betrayed,Lil Xan,76,False,,67,76,9
2018-01-20,Five More Minutes,Scotty McCreery,77,False,,77,78,6
2018-01-20,Rewrite The Stars,Zac Efron & Zendaya,78,False,,78,85,2
2018-01-20,Ice Tray,Quavo & Lil Yachty,79,False,,74,74,4
2018-01-20,...Ready For It?,Taylor Swift,80,False,,4,58,19
2018-01-20,All On Me,Devin Dawson,81,False,,81,87,7
2018-01-20,For You (Fifty Shades Freed),Liam Payne & Rita Ora,82,True,,82,0,1
2018-01-20,Legends,Kelsea Ballerini,83,False,,79,79,6
2018-01-20,One Foot,WALK THE MOON,84,False,,80,80,2
2018-01-20,Nowadays,Lil Skies Featuring Landon Cube,85,True,,85,0,1
2018-01-20,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",86,False,,86,100,2
2018-01-20,My Dawg,Lil Baby,87,False,,71,84,5
2018-01-20,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",88,False,,88,95,2
2018-01-20,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",89,False,,75,75,5
2018-01-20,Corazon,Maluma X Nego do Borel,90,False,,90,92,2
2018-01-20,Broken Halos,Chris Stapleton,91,False,,90,91,7
2018-01-20,I Miss You,Clean Bandit Featuring Julia Michaels,92,True,,92,0,1
2018-01-20,Too Much To Ask,Niall Horan,93,False,,66,86,12
2018-01-20,Mayores,Becky G Featuring Bad Bunny,94,False,,74,81,12
2018-01-20,Beautiful Trauma,P!nk,95,False,,95,0,3
2018-01-20,Female,Keith Urban,96,False,,69,93,3
2018-01-20,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",97,False,,90,99,5
2018-01-20,Red Roses,Lil Skies Featuring Landon Cube,98,True,,98,0,1
2018-01-20,Never Enough,Loren Allred,99,False,,88,88,2
2018-01-20,Juice,Yo Gotti,100,False,,90,90,6
2018-01-27,Havana,Camila Cabello Featuring Young Thug,1,False,,1,2,23
2018-01-27,Perfect,Ed Sheeran,2,False,,1,1,21
2018-01-27,Rockstar,Post Malone Featuring 21 Savage,3,False,,1,4,18
2018-01-27,Finesse,Bruno Mars & Cardi B,4,False,,3,3,3
2018-01-27,Bad At Love,Halsey,5,False,,5,7,20
2018-01-27,Thunder,Imagine Dragons,6,False,,4,6,38
2018-01-27,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,7,False,,4,5,19
2018-01-27,New Rules,Dua Lipa,8,False,,8,11,25
2018-01-27,Too Good At Goodbyes,Sam Smith,9,False,,4,8,19
2018-01-27,MotorSport,"Migos, Nicki Minaj & Cardi B",10,False,,6,10,12
2018-01-27,Gucci Gang,Lil Pump,11,False,,3,12,19
2018-01-27,Love.,Kendrick Lamar Featuring Zacari,12,False,,11,13,30
2018-01-27,Gummo,6ix9ine,13,False,,12,19,10
2018-01-27,Let You Down,NF,14,False,,14,15,14
2018-01-27,Him & I,G-Eazy & Halsey,15,False,,15,16,7
2018-01-27,Bartier Cardi,Cardi B Featuring 21 Savage,16,False,,14,14,4
2018-01-27,Meant To Be,Bebe Rexha & Florida Georgia Line,17,False,,17,18,13
2018-01-27,End Game,Taylor Swift Featuring Ed Sheeran & Future,18,False,,18,36,9
2018-01-27,Bodak Yellow (Money Moves),Cardi B,19,False,,1,17,29
2018-01-27,I Fall Apart,Post Malone,20,False,,16,26,17
2018-01-27,Shape Of You,Ed Sheeran,21,False,,1,22,54
2018-01-27,How Long,Charlie Puth,22,False,,22,23,15
2018-01-27,Feel It Still,Portugal. The Man,23,False,,4,20,31
2018-01-27,I Get The Bag,Gucci Mane Featuring Migos,24,False,,11,25,22
2018-01-27,Wolves,Selena Gomez X Marshmello,25,False,,20,24,13
2018-01-27,Believer,Imagine Dragons,26,False,,4,30,50
2018-01-27,Plain Jane,A$AP Ferg Featuring Nicki Minaj,27,False,,26,29,17
2018-01-27,Sorry Not Sorry,Demi Lovato,28,False,,6,21,28
2018-01-27,Filthy,Justin Timberlake,29,False,,9,9,2
2018-01-27,Never Be The Same,Camila Cabello,30,False,,30,65,5
2018-01-27,What Lovers Do,Maroon 5 Featuring SZA,31,False,,9,27,21
2018-01-27,Young Dumb & Broke,Khalid,32,False,,18,28,27
2018-01-27,Sky Walker,Miguel Featuring Travis Scott,33,False,,31,31,17
2018-01-27,River,Eminem Featuring Ed Sheeran,34,False,,11,32,5
2018-01-27,Marry Me,Thomas Rhett,35,False,,35,39,7
2018-01-27,Roll In Peace,Kodak Black Featuring XXXTENTACION,36,False,,36,45,22
2018-01-27,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,37,False,,24,33,21
2018-01-27,Bank Account,21 Savage,38,False,,12,37,28
2018-01-27,Mi Gente,J Balvin & Willy William Featuring Beyonce,39,False,,3,35,29
2018-01-27,Lemon,N*E*R*D & Rihanna,40,False,,40,50,11
2018-01-27,Lights Down Low,MAX Featuring gnash,41,False,,41,47,15
2018-01-27,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,42,False,,40,40,17
2018-01-27,Ric Flair Drip,Offset & Metro Boomin,43,False,,43,48,12
2018-01-27,Attention,Charlie Puth,44,False,,5,41,39
2018-01-27,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,45,False,,3,44,38
2018-01-27,The Weekend,SZA,46,False,,29,42,25
2018-01-27,The Champion,Carrie Underwood Featuring Ludacris,47,True,,47,0,1
2018-01-27,Unforgettable,French Montana Featuring Swae Lee,48,False,,3,49,41
2018-01-27,Yours,Russell Dickerson,49,False,,49,52,14
2018-01-27,Silence,Marshmello Featuring Khalid,50,False,,30,46,23
2018-01-27,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",51,False,,46,53,19
2018-01-27,Like I Loved You,Brett Young,52,False,,46,51,17
2018-01-27,All The Stars,Kendrick Lamar & SZA,53,False,,43,43,2
2018-01-27,Good Old Days,Macklemore Featuring Kesha,54,False,,54,54,13
2018-01-27,Nowadays,Lil Skies Featuring Landon Cube,55,False,,55,85,2
2018-01-27,Round Here Buzz,Eric Church,56,False,,56,57,17
2018-01-27,Echame La Culpa,Luis Fonsi & Demi Lovato,57,False,,47,60,9
2018-01-27,This Is Me,Keala Settle & The Greatest Showman Ensemble,58,False,,58,64,3
2018-01-27,Written In The Sand,Old Dominion,59,False,,59,69,9
2018-01-27,Stir Fry,Migos,60,False,,60,72,4
2018-01-27,Losing Sleep,Chris Young,61,False,,61,63,17
2018-01-27,Rubbin Off The Paint,YBN Nahmir,62,False,,46,62,11
2018-01-27,Codeine Dreaming,Kodak Black Featuring Lil Wayne,63,False,,52,58,8
2018-01-27,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",64,True,,64,0,1
2018-01-27,Greatest Love Story,LANCO,65,False,,45,61,20
2018-01-27,Pick It Up,Famous Dex Featuring A$AP Rocky,66,False,,66,71,10
